OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,DEVICE ARCH,ATTRIBUTES,MATH FIDELITY,CORE COUNT,AVAILABLE WORKER CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W_PAD[LOGICAL],INPUT_1_Z_PAD[LOGICAL],INPUT_1_Y_PAD[LOGICAL],INPUT_1_X_PAD[LOGICAL],INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W_PAD[LOGICAL],INPUT_2_Z_PAD[LOGICAL],INPUT_2_Y_PAD[LOGICAL],INPUT_2_X_PAD[LOGICAL],INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),DRAM BW UTIL (%),NPE CONG IMPACT (%),SFPU Util Min (%),SFPU Util Median (%),SFPU Util Max (%),Avg SFPU util on full grid (%),FPU Util Min (%),FPU Util Median (%),FPU Util Max (%),Avg FPU util on full grid (%),MATH Util Min (%),MATH Util Median (%),MATH Util Max (%),Avg Math util on full grid (%)
HaloDeviceOperation,tt_dnn_device,1024,0,blackhole,{'config': 'SlidingWindowConfig(batch_size=1; input_hw=(64;64); window_hw=(3;3); stride_hw=(1;1); padding=((1; 1); (1; 1)); output_padding = (0; 0); dilation_hw=(1;1); num_cores_nhw=64; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]}; is_transpose=false)'; 'config_tensors_in_dram': 'false'; 'in_nsticks_per_core': '64'; 'is_out_tiled': 'true'; 'max_out_nsticks_per_core': '198'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};shape={64; 32};orientation=ShardOrientation::ROW_MAJOR);nd_shard_spec=NdShardSpec(shard_shape=Shape([64; 32]);grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};orientation=ShardOrientation::ROW_MAJOR;shard_distribution_strategy=ShardDistributionStrategy::ROUND_ROBIN_1D);created_with_nd_shard_spec=0)'; 'pad_val': '0'; 'parallel_config': 'ParallelConfig(grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]}; shard_scheme=HEIGHT_SHARDED; shard_orientation=ROW_MAJOR)'; 'remote_read': 'false'; 'transpose_mcast': 'false'},HiFi4,64,110,,9207226748,9207405317,178569,10502150590712,10502150594412,0,0,2741,1781,1781,,,,326,1549,1776,553,320,1253,,,,,,1[1],1[1],4096[4096],32[32],TILE,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1[1],1[1],12672[12672],32[32],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,['ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/3556285489061789757/'],['ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/dataflow/halo_gather.cpp'; 'ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/dataflow/halo_gather.cpp'],['halo_gather/16565236490687114648/'; 'halo_gather/18062857356726225600/'],1504,1408,1112,788,2076,0,0,0,0,1,1,1,[],[],0.056,,,,,,,,,,,,,,,
MoveDeviceOperation,tt_dnn_device,2048,0,blackhole,{'backwards': 'false'; 'move_op_parallelization_strategy': 'MoveOpParallelizationStrategy::MULTI_CORE_SHARDED'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};shape={198; 32};orientation=ShardOrientation::ROW_MAJOR);nd_shard_spec=NdShardSpec(shard_shape=Shape([198; 32]);grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};orientation=ShardOrientation::ROW_MAJOR;shard_distribution_strategy=ShardDistributionStrategy::ROUND_ROBIN_1D);created_with_nd_shard_spec=0)'},,64,110,,9217363859,9217474519,110660,10502164287103,10502164289333,10142619,10142619,1652,674,674,,,,172,,674,,,,,,,,,1[1],1[1],12672[12672],32[32],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,1[1],1[1],12672[12672],32[32],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,,,,,,1[1],1[1],12672[12672],32[32],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/move/device/kernels/dataflow/reader_unary_local_l1_copy_backwards.cpp'],['reader_unary_local_l1_copy_backwards/13645022592679273281/'],0,1164,0,0,0,0,0,0,0,383,383,1,[2117.514404296875],[2117.514404296875],56.825,,,,,,,,,,,,,,,
Conv2dDeviceOperation,tt_dnn_device,3072,0,blackhole,{'activation': 'std::nullopt'; 'block_config': 'Conv2dBlockConfig(act_block_h_ntiles=2;act_block_w_ntiles=3;out_subblock_h_ntiles=2;out_subblock_w_ntiles=4)'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'config_tensors_in_dram': 'false'; 'dtype': 'DataType::BFLOAT16'; 'enable_act_double_buffer': 'false'; 'enable_activation_reuse': 'false'; 'enable_weights_double_buffer': 'false'; 'force_split_reader': 'std::nullopt'; 'full_inner_dim': 'false'; 'groups': '1'; 'has_bias': 'true'; 'input_tensor_shape': '{1; 64; 64; 32}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};shape={64; 128};orientation=ShardOrientation::ROW_MAJOR);nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_channels': '128'; 'parallelization_config': 'Conv2dParallelizationConfig(grid_size=(x=11;y=6);num_cores_nhw=64;num_cores_c_in=1;num_cores_c_out=1;per_core_out_matrix_height_ntile=2;per_core_out_matrix_width_ntile=4)'; 'pre_op_l1_allocation_size_bytes': '12672'; 'sliding_window_config': 'SlidingWindowConfig(batch_size=1; input_hw=(64;64); window_hw=(3;3); stride_hw=(1;1); padding=((1; 1); (1; 1)); output_padding = (0; 0); dilation_hw=(1;1); num_cores_nhw=64; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]}; is_transpose=false)'; 'untilize_out': 'false'},LoFi,66,110,,9232656066,9232827276,171210,10502184935339,10502184949690,15295330,15295330,10630,8225,8225,,,,315,7905,3593,8067,7310,8221,,,,,,1[1],1[1],12672[12672],32[32],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,1[1],1[1],288[288],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],32[1],128[128],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],4096[4096],128[128],TILE,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/conv_bmm_tilize.cpp'],['conv_bmm_tilize/16931206074266460934/'],['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_conv_activations_padded_with_halo_3x3_weights_v2.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_writer_tiled_out_1d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_writer_tiled_out_1d_mcast_sender_conv_weights_tiled_col_to_rm_blocks.cpp'],['reader_conv_activations_padded_with_halo_3x3_weights_v2/8411064987635137586/'; 'reader_writer_tiled_out_1d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks/17932001215480686215/'; 'reader_writer_tiled_out_1d_mcast_sender_conv_weights_tiled_col_to_rm_blocks/15672628431415134128/'],2888,780,3724,3032,4500,0,0,0,0,715,560,715,[1134.2769775390625; 103.11608123779297; 11.457343101501465],[1466.5399169921875],6.809,,,,,,,,,,,,,,,
HaloDeviceOperation,tt_dnn_device,4096,0,blackhole,{'config': 'SlidingWindowConfig(batch_size=1; input_hw=(64;64); window_hw=(3;3); stride_hw=(1;1); padding=((1; 1); (1; 1)); output_padding = (0; 0); dilation_hw=(1;1); num_cores_nhw=64; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]}; is_transpose=false)'; 'config_tensors_in_dram': 'false'; 'in_nsticks_per_core': '64'; 'is_out_tiled': 'true'; 'max_out_nsticks_per_core': '198'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};shape={64; 64};orientation=ShardOrientation::ROW_MAJOR);nd_shard_spec=NdShardSpec(shard_shape=Shape([64; 64]);grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};orientation=ShardOrientation::ROW_MAJOR;shard_distribution_strategy=ShardDistributionStrategy::ROUND_ROBIN_1D);created_with_nd_shard_spec=0)'; 'pad_val': '0'; 'parallel_config': 'ParallelConfig(grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]}; shard_scheme=HEIGHT_SHARDED; shard_orientation=ROW_MAJOR)'; 'remote_read': 'false'; 'transpose_mcast': 'false'},HiFi4,64,110,,9846514472,9846665822,151350,10503013631722,10503013636165,0,0,3291,2358,2358,,,,314,2209,2355,584,329,1344,,,,,,1[1],1[1],4096[4096],64[64],TILE,BFLOAT16,DEV_3_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1[1],1[1],12672[12672],64[64],ROW_MAJOR,BFLOAT16,DEV_3_L1_HEIGHT_SHARDED,,,['ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/13558334431924176924/'],['ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/dataflow/halo_gather.cpp'; 'ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/dataflow/halo_gather.cpp'],['halo_gather/12704990989357877425/'; 'halo_gather/10747336360034237026/'],1512,1416,1136,808,2080,0,0,0,0,1,1,1,[],[],0.042,,,,,,,,,,,,,,,
MoveDeviceOperation,tt_dnn_device,5120,0,blackhole,{'backwards': 'false'; 'move_op_parallelization_strategy': 'MoveOpParallelizationStrategy::MULTI_CORE_SHARDED'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};shape={198; 64};orientation=ShardOrientation::ROW_MAJOR);nd_shard_spec=NdShardSpec(shard_shape=Shape([198; 64]);grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};orientation=ShardOrientation::ROW_MAJOR;shard_distribution_strategy=ShardDistributionStrategy::ROUND_ROBIN_1D);created_with_nd_shard_spec=0)'},,64,110,,9847118361,9847223580,105219,10503014446956,10503014449421,601562,601562,1826,837,837,,,,169,,837,,,,,,,,,1[1],1[1],12672[12672],64[64],ROW_MAJOR,BFLOAT16,DEV_3_L1_HEIGHT_SHARDED,1[1],1[1],12672[12672],64[64],ROW_MAJOR,BFLOAT16,DEV_3_L1_HEIGHT_SHARDED,,,,,,,,1[1],1[1],12672[12672],64[64],ROW_MAJOR,BFLOAT16,DEV_3_L1_HEIGHT_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/move/device/kernels/dataflow/reader_unary_local_l1_copy_backwards.cpp'],['reader_unary_local_l1_copy_backwards/13645022592679273281/'],0,1164,0,0,0,0,0,0,0,647,647,1,[2506.97998046875],[2506.97998046875],77.3,,,,,,,,,,,,,,,
Conv2dDeviceOperation,tt_dnn_device,6144,0,blackhole,{'activation': 'std::nullopt'; 'block_config': 'Conv2dBlockConfig(act_block_h_ntiles=2;act_block_w_ntiles=6;out_subblock_h_ntiles=2;out_subblock_w_ntiles=4)'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'config_tensors_in_dram': 'false'; 'dtype': 'DataType::BFLOAT16'; 'enable_act_double_buffer': 'false'; 'enable_activation_reuse': 'false'; 'enable_weights_double_buffer': 'false'; 'force_split_reader': 'std::nullopt'; 'full_inner_dim': 'false'; 'groups': '1'; 'has_bias': 'true'; 'input_tensor_shape': '{1; 64; 64; 64}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};shape={64; 128};orientation=ShardOrientation::ROW_MAJOR);nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_channels': '128'; 'parallelization_config': 'Conv2dParallelizationConfig(grid_size=(x=11;y=6);num_cores_nhw=64;num_cores_c_in=1;num_cores_c_out=1;per_core_out_matrix_height_ntile=2;per_core_out_matrix_width_ntile=4)'; 'pre_op_l1_allocation_size_bytes': '25344'; 'sliding_window_config': 'SlidingWindowConfig(batch_size=1; input_hw=(64;64); window_hw=(3;3); stride_hw=(1;1); padding=((1; 1); (1; 1)); output_padding = (0; 0); dilation_hw=(1;1); num_cores_nhw=64; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]}; is_transpose=false)'; 'untilize_out': 'false'},LoFi,66,110,,9861622170,9861781929,159759,10503034031311,10503034049257,14507680,14507680,13293,10895,10895,,,,347,10568,4920,10738,10244,10892,,,,,,1[1],1[1],12672[12672],64[64],ROW_MAJOR,BFLOAT16,DEV_3_L1_HEIGHT_SHARDED,1[1],1[1],576[576],128[128],TILE,BFLOAT16,DEV_3_DRAM_INTERLEAVED,1[1],1[1],32[1],128[128],TILE,BFLOAT16,DEV_3_DRAM_INTERLEAVED,1[1],1[1],4096[4096],128[128],TILE,BFLOAT16,DEV_3_L1_HEIGHT_SHARDED,,,['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/conv_bmm_tilize.cpp'],['conv_bmm_tilize/7405125660950173533/'],['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_conv_activations_padded_with_halo_3x3_weights_v2.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_writer_tiled_out_1d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_writer_tiled_out_1d_mcast_sender_conv_weights_tiled_col_to_rm_blocks.cpp'],['reader_conv_activations_padded_with_halo_3x3_weights_v2/16741757000560843414/'; 'reader_writer_tiled_out_1d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks/14489069296678962027/'; 'reader_writer_tiled_out_1d_mcast_sender_conv_weights_tiled_col_to_rm_blocks/7128129302037542548/'],2912,780,3724,3196,5296,0,0,0,0,1430,1118,1430,[1134.2769775390625; 103.11608123779297; 5.728671550750732],[733.2699584960938],10.262,,,,,,,,,,,,,,,
HaloDeviceOperation,tt_dnn_device,7168,0,blackhole,{'config': 'SlidingWindowConfig(batch_size=1; input_hw=(64;64); window_hw=(3;3); stride_hw=(1;1); padding=((1; 1); (1; 1)); output_padding = (0; 0); dilation_hw=(1;1); num_cores_nhw=64; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]}; is_transpose=false)'; 'config_tensors_in_dram': 'false'; 'in_nsticks_per_core': '64'; 'is_out_tiled': 'true'; 'max_out_nsticks_per_core': '198'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};shape={64; 96};orientation=ShardOrientation::ROW_MAJOR);nd_shard_spec=NdShardSpec(shard_shape=Shape([64; 96]);grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};orientation=ShardOrientation::ROW_MAJOR;shard_distribution_strategy=ShardDistributionStrategy::ROUND_ROBIN_1D);created_with_nd_shard_spec=0)'; 'pad_val': '0'; 'parallel_config': 'ParallelConfig(grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]}; shard_scheme=HEIGHT_SHARDED; shard_orientation=ROW_MAJOR)'; 'remote_read': 'false'; 'transpose_mcast': 'false'},HiFi4,64,110,,10557497965,10557681504,183539,10503973444386,10503973449678,0,0,3920,2977,2977,,,,318,2802,2977,610,331,1436,,,,,,1[1],1[1],4096[4096],96[96],TILE,BFLOAT16,DEV_5_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1[1],1[1],12672[12672],96[96],ROW_MAJOR,BFLOAT16,DEV_5_L1_HEIGHT_SHARDED,,,['ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/13458886358918441709/'],['ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/dataflow/halo_gather.cpp'; 'ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/dataflow/halo_gather.cpp'],['halo_gather/7276057629548999299/'; 'halo_gather/12925783936445034676/'],1696,1596,1140,828,2100,0,0,0,0,1,1,1,[],[],0.034,,,,,,,,,,,,,,,
MoveDeviceOperation,tt_dnn_device,8192,0,blackhole,{'backwards': 'false'; 'move_op_parallelization_strategy': 'MoveOpParallelizationStrategy::MULTI_CORE_SHARDED'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};shape={198; 96};orientation=ShardOrientation::ROW_MAJOR);nd_shard_spec=NdShardSpec(shard_shape=Shape([198; 96]);grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};orientation=ShardOrientation::ROW_MAJOR;shard_distribution_strategy=ShardDistributionStrategy::ROUND_ROBIN_1D);created_with_nd_shard_spec=0)'},,64,110,,10558311212,10558420362,109150,10503974541642,10503974544326,809801,809801,1988,994,994,,,,172,,994,,,,,,,,,1[1],1[1],12672[12672],96[96],ROW_MAJOR,BFLOAT16,DEV_5_L1_HEIGHT_SHARDED,1[1],1[1],12672[12672],96[96],ROW_MAJOR,BFLOAT16,DEV_5_L1_HEIGHT_SHARDED,,,,,,,,1[1],1[1],12672[12672],96[96],ROW_MAJOR,BFLOAT16,DEV_5_L1_HEIGHT_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/move/device/kernels/dataflow/reader_unary_local_l1_copy_backwards.cpp'],['reader_unary_local_l1_copy_backwards/13645022592679273281/'],0,1164,0,0,0,0,0,0,0,912,912,1,[2667.78955078125],[2667.78955078125],91.751,,,,,,,,,,,,,,,
Conv2dDeviceOperation,tt_dnn_device,9216,0,blackhole,{'activation': 'std::nullopt'; 'block_config': 'Conv2dBlockConfig(act_block_h_ntiles=2;act_block_w_ntiles=9;out_subblock_h_ntiles=2;out_subblock_w_ntiles=4)'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'config_tensors_in_dram': 'false'; 'dtype': 'DataType::BFLOAT16'; 'enable_act_double_buffer': 'false'; 'enable_activation_reuse': 'false'; 'enable_weights_double_buffer': 'false'; 'force_split_reader': 'std::nullopt'; 'full_inner_dim': 'false'; 'groups': '1'; 'has_bias': 'true'; 'input_tensor_shape': '{1; 64; 64; 96}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]};shape={64; 128};orientation=ShardOrientation::ROW_MAJOR);nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_channels': '128'; 'parallelization_config': 'Conv2dParallelizationConfig(grid_size=(x=11;y=6);num_cores_nhw=64;num_cores_c_in=1;num_cores_c_out=1;per_core_out_matrix_height_ntile=2;per_core_out_matrix_width_ntile=4)'; 'pre_op_l1_allocation_size_bytes': '38016'; 'sliding_window_config': 'SlidingWindowConfig(batch_size=1; input_hw=(64;64); window_hw=(3;3); stride_hw=(1;1); padding=((1; 1); (1; 1)); output_padding = (0; 0); dilation_hw=(1;1); num_cores_nhw=64; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=10;y=4)]; [(x=0;y=5) - (x=8;y=5)]}; is_transpose=false)'; 'untilize_out': 'false'},LoFi,66,110,,10572469012,10572635552,166540,10503993665543,10503993687996,14166642,14166385,16632,14236,14235,,,,339,13577,6252,14075,13608,14234,,,,,,1[1],1[1],12672[12672],96[96],ROW_MAJOR,BFLOAT16,DEV_5_L1_HEIGHT_SHARDED,1[1],1[1],864[864],128[128],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,1[1],1[1],32[1],128[128],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,1[1],1[1],4096[4096],128[128],TILE,BFLOAT16,DEV_5_L1_HEIGHT_SHARDED,,,['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/conv_bmm_tilize.cpp'],['conv_bmm_tilize/15804383978918405930/'],['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_conv_activations_padded_with_halo_3x3_weights_v2.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_writer_tiled_out_1d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_writer_tiled_out_1d_mcast_sender_conv_weights_tiled_col_to_rm_blocks.cpp'],['reader_conv_activations_padded_with_halo_3x3_weights_v2/16159287296969329030/'; 'reader_writer_tiled_out_1d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks/10138730905643079249/'; 'reader_writer_tiled_out_1d_mcast_sender_conv_weights_tiled_col_to_rm_blocks/11267336996375348821/'],2940,784,3724,3404,4048,0,0,0,0,2145,1676,2145,[1134.2769775390625; 103.11608123779297; 3.8191142082214355],[488.84661865234375],11.773,,,,,,,,,,,,,,,
